#,name,asof,volume,close_usd,sector_level1,sector_level2,mktcap_usd
10652,Alphabet Class C,2018-03-26,53302598,52.660521000000003,Technology,Software & IT Services,300164969737.03003
10653,Alphabet Class C,2018-03-27,61906275,50.255025000000003,Technology,Software & IT Services,286453642767.53003
10654,Alphabet Class C,2018-03-28,67385473,50.228025000000002,Technology,Software & IT Services,286299742706.14001
10655,Alphabet Class C,2018-03-29,54536578,51.589525999999999,Technology,Software & IT Services,294060295801.84998
10656,Alphabet Class C,2018-03-30,0,51.589525999999999,Technology,Software & IT Services,294060295801.84998
10657,Alphabet Class C,2018-04-02,53607978,50.323520000000002,Technology,Software & IT Services,286844064423.27002
10658,Alphabet Class C,2018-04-03,45501501,50.670520000000003,Technology,Software & IT Services,288821965212.26001
10659,Alphabet Class C,2018-04-04,49693000,51.257015000000003,Technology,Software & IT Services,292164988045.81
10660,Alphabet Class C,2018-04-05,27260969,51.390524999999997,Technology,Software & IT Services,292925995349.38
10661,Alphabet Class C,2018-04-06,34928586,50.352024999999998,Technology,Software & IT Services,287006542988.08002
10662,Alphabet Class C,2018-04-09,35031166,50.77252,Technology,Software & IT Services,289403365444.19
10663,Alphabet Class C,2018-04-10,40592943,51.582016000000003,Technology,Software & IT Services,294017488784.78003
10664,Alphabet Class C,2018-04-11,29677608,50.998519999999999,Technology,Software & IT Services,290691565958.04999
10665,Alphabet Class C,2018-04-12,27187769,51.625526000000001,Technology,Software & IT Services,294265495883.71002
10666,Alphabet Class C,2018-04-13,24460330,51.463526000000002,Technology,Software & IT Services,293342095515.35999
10667,Alphabet Class C,2018-04-16,24224150,51.899020999999998,Technology,Software & IT Services,295824418005.57001
10668,Alphabet Class C,2018-04-17,46405301,53.708021000000002,Technology,Software & IT Services,306135722118.78998
10669,Alphabet Class C,2018-04-18,26882749,53.604025999999998,Technology,Software & IT Services,305542950382.33002
10670,Alphabet Class C,2018-04-19,34953406,54.385021999999999,Technology,Software & IT Services,309994623658.12
10671,Alphabet Class C,2018-04-20,37793704,53.648021,Technology,Software & IT Services,305793721982.37
